turn_key,turn_id,conversation_id,call_key,turn_number,speaker,timestamp,utterance,expected_intent_key,detected_intent_key,confidence_score,sentiment,sentiment_score,fallback_flag,escalation_trigger_flag
11,f7eeeaf0-fbfe-4582-bf24-db0309bd56c4,8ccb3f6c-3a29-4ff8-93e4-3d9566a31f5c,3449.0,5,Bot,2026-06-29 11:58:32,Bot generated utterance 5,,,,,,0,0
12,f196331a-705c-4e75-9879-eafcb568577d,8ccb3f6c-3a29-4ff8-93e4-3d9566a31f5c,3449.0,6,Customer,2026-06-29 11:58:34,Customer utterance 6,4.0,,0.5648860298003139,Neutral,-0.2150208496012937,1,0
13,e0906ffa-93e2-477e-a958-21e509c0556d,8ccb3f6c-3a29-4ff8-93e4-3d9566a31f5c,3449.0,7,Bot,2026-06-29 11:58:38,Bot generated utterance 7,,,,,,0,0
14,2fbadc2b-cdcd-4041-94a0-f5e27f939123,8ccb3f6c-3a29-4ff8-93e4-3d9566a31f5c,3449.0,8,Customer,2026-06-29 11:58:46,Customer utterance 8,4.0,4.0,0.4338858271407455,Negative,-0.4234079678633411,0,0
15,30078493-c89c-433b-a457-9551119d6cdc,8ccb3f6c-3a29-4ff8-93e4-3d9566a31f5c,3449.0,9,Bot,2026-06-29 11:58:57,Bot generated utterance 9,,,,,,0,0
16,71fe3b41-e6f3-4926-898a-240d4ebce225,8ccb3f6c-3a29-4ff8-93e4-3d9566a31f5c,3449.0,10,Customer,2026-06-29 11:59:00,Customer utterance 10,4.0,4.0,0.4772214293594949,Neutral,-0.0811772068664795,0,1
17,504986c1-bc99-43cf-acb0-c8bb43432e40,a0f8ca4d-732c-445d-b479-b1087ab6738d,1886.0,1,Bot,2026-02-24 12:13:00,Bot generated utterance 1,,,,,,0,0
18,739e96a5-bf7b-48fe-8e9b-9f7b7a0a79e1,a0f8ca4d-732c-445d-b479-b1087ab6738d,1886.0,2,Customer,2026-02-24 12:13:09,Customer utterance 2,17.0,17.0,0.6672916580293251,Neutral,0.0457692909644027,0,0
19,f3bebe4b-b772-4e45-b82b-384681a9329e,a0f8ca4d-732c-445d-b479-b1087ab6738d,1886.0,3,Bot,2026-02-24 12:13:16,Bot generated utterance 3,,,,,,0,0
20,37630075-8472-4dbc-a664-5bc023d8d2fe,a0f8ca4d-732c-445d-b479-b1087ab6738d,1886.0,4,Customer,2026-02-24 12:13:23,Customer utterance 4,17.0,17.0,0.5393184831489043,Negative,-0.3669335199580568,0,0
21,86872185-5f9f-4544-92fa-2ef4668e534c,a0f8ca4d-732c-445d-b479-b1087ab6738d,1886.0,5,Bot,2026-02-24 12:13:25,Bot generated utterance 5,,,,,,0,0
22,3c2f7034-3201-4420-9f59-3597f1c56120,a0f8ca4d-732c-445d-b479-b1087ab6738d,1886.0,6,Customer,2026-02-24 12:13:33,Customer utterance 6,17.0,17.0,0.6214457199461303,Positive,0.4577378129328604,0,0
23,6aded524-dc3d-49f0-a92d-a1388ecfafa3,a0f8ca4d-732c-445d-b479-b1087ab6738d,1886.0,7,Bot,2026-02-24 12:13:46,Bot generated utterance 7,,,,,,0,0
24,27afcf55-291c-46a1-9451-a82af2f54c0b,a0f8ca4d-732c-445d-b479-b1087ab6738d,,8,Customer,2026-02-24 12:13:55,Customer utterance 8,17.0,,0.6898346335975988,Negative,-0.4799474450618511,1,0
25,f7496508-1e0e-45f2-883d-bcf0a9480528,d63f26b4-015a-4738-a57b-5ca6af8b1e44,5367.0,1,Bot,2026-06-16 19:14:02,Bot generated utterance 1,,,,,,0,0
26,5edbde03-e6b0-4d2d-a400-5e0ec09b84f7,d63f26b4-015a-4738-a57b-5ca6af8b1e44,5367.0,2,Customer,2026-06-16 19:14:07,Customer utterance 2,19.0,11.0,0.7622071537505248,Neutral,0.1402562801979141,0,0
27,32588b56-0748-4962-a9e4-abf5f608f887,d63f26b4-015a-4738-a57b-5ca6af8b1e44,5367.0,3,Bot,2026-06-16 19:14:09,Bot generated utterance 3,,,,,,0,0
28,2f75cfc6-eb90-4c44-819b-ee7820665698,d63f26b4-015a-4738-a57b-5ca6af8b1e44,5367.0,4,Customer,2026-06-16 19:14:13,Customer utterance 4,19.0,19.0,0.695311791159128,Positive,0.4906789258094199,0,0
29,bb499766-1dcc-46dc-ba49-22973e2cf3cb,d63f26b4-015a-4738-a57b-5ca6af8b1e44,5367.0,5,Bot,2026-06-16 19:14:25,Bot generated utterance 5,,,,,,0,0
30,6c18ff9b-44be-438a-ab45-a5efede2540f,d63f26b4-015a-4738-a57b-5ca6af8b1e44,5367.0,6,Customer,2026-06-16 19:14:27,Customer utterance 6,19.0,19.0,0.8045222606207044,Neutral,0.2318587930027382,0,0
31,7a423774-9429-4420-b993-a4be9c0785f5,d63f26b4-015a-4738-a57b-5ca6af8b1e44,5367.0,7,Bot,2026-06-16 19:14:29,Bot generated utterance 7,,,,,,0,0
32,922ac3e0-9061-4109-9fd3-526f2f0b9b09,d63f26b4-015a-4738-a57b-5ca6af8b1e44,5367.0,8,Customer,2026-06-16 19:14:37,Customer utterance 8,19.0,,0.6940371999883841,Positive,0.3095059841902534,1,0
33,0d0ebf37-bfa4-4f1c-b06f-d389e54cbf54,13e9a504-4051-40f8-a2b6-6c854aef5c2f,409.0,1,Bot,2026-04-11 10:37:50,Bot generated utterance 1,,,,,,0,0
34,cfaba188-ca29-4228-8b9f-2cbcca7dac17,13e9a504-4051-40f8-a2b6-6c854aef5c2f,409.0,2,Customer,2026-04-11 10:37:54,Customer utterance 2,9.0,9.0,0.740291919468388,Neutral,-0.2024789882254727,0,0
35,3a3ad6a0-3c7f-42ac-9736-b1d865845bd2,13e9a504-4051-40f8-a2b6-6c854aef5c2f,409.0,3,Bot,2026-04-11 10:37:57,Bot generated utterance 3,,,,,,0,0
36,8d81a621-726a-4db2-bf06-028c8cb8431b,13e9a504-4051-40f8-a2b6-6c854aef5c2f,409.0,4,Customer,2026-04-11 10:37:59,Customer utterance 4,9.0,,0.4685845587785757,Neutral,0.0266138911259676,1,0
37,7328fbce-367b-436c-89ec-c572e0980383,13e9a504-4051-40f8-a2b6-6c854aef5c2f,409.0,5,Bot,2026-04-11 10:38:09,Bot generated utterance 5,,,,,,0,0
38,0039c7ee-ba39-4b80-804f-2cc97418e639,13e9a504-4051-40f8-a2b6-6c854aef5c2f,409.0,6,Customer,2026-04-11 10:38:17,Customer utterance 6,9.0,9.0,0.7246893665109535,Neutral,-0.119866205737944,0,0
39,3043c16e-d546-4f96-bc84-fe32288da076,13e9a504-4051-40f8-a2b6-6c854aef5c2f,409.0,7,Bot,2026-04-11 10:38:24,Bot generated utterance 7,,,,,,0,0
40,426d7360-9435-457c-bc18-db3cedaf94a3,13e9a504-4051-40f8-a2b6-6c854aef5c2f,409.0,8,Customer,2026-04-11 10:38:26,Customer utterance 8,9.0,9.0,0.5054044916343585,Positive,0.3840340661506796,0,0
41,e547a172-89e5-48ca-b250-050fbd4277b0,13e9a504-4051-40f8-a2b6-6c854aef5c2f,409.0,9,Bot,2026-04-11 10:38:31,Bot generated utterance 9,,,,,,0,0
42,787a7a5d-8a7f-45ae-9ac5-07f4724dc02f,13e9a504-4051-40f8-a2b6-6c854aef5c2f,409.0,10,Customer,2026-04-11 10:38:37,Customer utterance 10,9.0,,0.4984924320144097,Neutral,0.2449469924790188,1,1
43,92e42143-4826-4fb8-9cf1-03de9ffcd537,aa5852b1-9f6b-4343-8298-5a1dc9dd1b5d,4340.0,1,Bot,2026-01-31 09:08:25,Bot generated utterance 1,,,,,,0,0
44,f8fece06-4ef8-45cc-8cc0-cb3be23193f2,aa5852b1-9f6b-4343-8298-5a1dc9dd1b5d,4340.0,2,Customer,2026-01-31 09:08:33,Customer utterance 2,6.0,,0.4528158570541597,Negative,-0.5081052059642781,1,0
45,48a49e46-46da-4c06-b038-8dd3998f8ec7,aa5852b1-9f6b-4343-8298-5a1dc9dd1b5d,4340.0,3,Bot,2026-01-31 09:08:37,Bot generated utterance 3,,,,,,0,0
46,2143744f-491a-4cb6-9540-198e25dc64e7,aa5852b1-9f6b-4343-8298-5a1dc9dd1b5d,4340.0,4,Customer,2026-01-31 09:08:39,Customer utterance 4,6.0,,0.3809791893002664,Negative,-0.5030297669780099,1,0
47,88061f12-deb5-4d2d-a128-d96fd3748da5,aa5852b1-9f6b-4343-8298-5a1dc9dd1b5d,4340.0,5,Bot,2026-01-31 09:08:43,Bot generated utterance 5,,,,,,0,0
48,9f2067c8-1de4-448b-a89c-be1408b3aab0,aa5852b1-9f6b-4343-8298-5a1dc9dd1b5d,4340.0,6,Customer,2026-01-31 09:08:52,Customer utterance 6,6.0,,0.4272555434496626,Negative,-0.5777670757313675,1,0
49,afa5f844-764d-4631-af32-eb37db988dba,aa5852b1-9f6b-4343-8298-5a1dc9dd1b5d,4340.0,7,Bot,2026-01-31 09:08:57,Bot generated utterance 7,,,,,,0,0
50,58d60826-5f3a-4de0-acc0-03521f114d62,aa5852b1-9f6b-4343-8298-5a1dc9dd1b5d,4340.0,8,Customer,2026-01-31 09:08:59,Customer utterance 8,6.0,,0.2978223250261559,Negative,-0.7494776412633467,1,0
51,ca367f9b-fb06-4783-96c9-a4ab9fd9a585,aa5852b1-9f6b-4343-8298-5a1dc9dd1b5d,4340.0,9,Bot,2026-01-31 09:09:10,Bot generated utterance 9,,,,,,0,0
52,27ff90f8-537a-479c-a6d6-276de6b7f260,aa5852b1-9f6b-4343-8298-5a1dc9dd1b5d,4340.0,10,Customer,2026-01-31 09:09:17,Customer utterance 10,6.0,,0.4092596403119585,Negative,-0.4593812033700424,1,0
53,36f84628-1054-4297-ab6b-767528f27e93,aa5852b1-9f6b-4343-8298-5a1dc9dd1b5d,4340.0,11,Bot,2026-01-31 09:09:27,Bot generated utterance 11,,,,,,0,0
54,e16266e2-3255-4d61-8c7c-f0bebba1aca2,aa5852b1-9f6b-4343-8298-5a1dc9dd1b5d,4340.0,12,Customer,2026-01-31 09:09:31,Customer utterance 12,6.0,,0.3652885277071003,Negative,-0.3191751868316884,1,1
55,adb8b732-0d8d-41b2-ad9b-a347a849ac14,903c0de7-7e9c-43b8-a529-c4872b532b4f,8592.0,1,Bot,2026-01-01 12:24:18,Bot generated utterance 1,,,,,,0,0
56,3d62f07f-c678-427b-b6e7-7b5ad3055933,903c0de7-7e9c-43b8-a529-c4872b532b4f,8592.0,2,Customer,2026-01-01 12:24:24,Customer utterance 2,17.0,,0.273302975412611,Neutral,-0.1175717395162549,1,0
57,d5255b54-9688-4d66-a3d0-41ca8938133a,903c0de7-7e9c-43b8-a529-c4872b532b4f,8592.0,3,Bot,2026-01-01 12:24:34,Bot generated utterance 3,,,,,,0,0
58,30241806-92f0-4b50-95d8-2eb445615177,903c0de7-7e9c-43b8-a529-c4872b532b4f,8592.0,4,Customer,2026-01-01 12:24:36,Customer utterance 4,17.0,17.0,0.209368415529704,Neutral,-0.042835827974583,0,0
59,d150c377-cf9d-4319-b7c4-cc7423bda823,903c0de7-7e9c-43b8-a529-c4872b532b4f,8592.0,5,Bot,2026-01-01 12:24:45,Bot generated utterance 5,,,,,,0,0
60,3f8c2ec5-9952-4559-9207-96b232cc1b57,903c0de7-7e9c-43b8-a529-c4872b532b4f,8592.0,6,Customer,2026-01-01 12:24:50,Customer utterance 6,17.0,,0.2571305414953641,Neutral,-0.1108739533811719,1,0
61,ed08cb9b-f888-45df-851c-016f36c3f101,903c0de7-7e9c-43b8-a529-c4872b532b4f,8592.0,7,Bot,2026-01-01 12:25:01,Bot generated utterance 7,,,,,,0,0
62,718803bb-6a0d-429a-bf4a-c14a91fd2e1c,903c0de7-7e9c-43b8-a529-c4872b532b4f,8592.0,8,Customer,2026-01-01 12:25:07,Customer utterance 8,17.0,17.0,0.3453913695444388,Neutral,-0.2863677398849568,0,1
63,7dc9b206-a3dc-4c52-bf45-1290ae304a50,735b3d21-0534-4c5c-9f78-a5740bf397d0,7740.0,1,Bot,2026-03-24 16:26:48,Bot generated utterance 1,,,,,,0,0
64,4669ba06-5c08-4604-9348-7ba04328ae95,735b3d21-0534-4c5c-9f78-a5740bf397d0,7740.0,2,Customer,2026-03-24 16:26:51,Customer utterance 2,8.0,2.0,0.5012133600576504,Neutral,0.0228184511516567,0,0
65,c6c54906-32ae-41ff-86f4-c5c6bff594f0,735b3d21-0534-4c5c-9f78-a5740bf397d0,7740.0,3,Bot,2026-03-24 16:26:53,Bot generated utterance 3,,,,,,0,0
66,e8dffe99-83f1-4a4b-a0f6-f54841f57562,735b3d21-0534-4c5c-9f78-a5740bf397d0,7740.0,4,Customer,2026-03-24 16:26:58,Customer utterance 4,8.0,8.0,0.5992954519030418,Positive,0.3702249347467854,0,0
67,82aa56ef-8bb8-40d8-93ea-55ac102e0fb6,735b3d21-0534-4c5c-9f78-a5740bf397d0,7740.0,5,Bot,2026-03-24 16:27:02,Bot generated utterance 5,,,,,,0,0
68,164f737a-ce78-403b-95ef-565046f0c400,735b3d21-0534-4c5c-9f78-a5740bf397d0,7740.0,6,Customer,2026-03-24 16:27:10,Customer utterance 6,8.0,8.0,0.7845021841734143,Positive,0.3042606931024121,0,0
69,abad83b0-2b86-4799-9e33-80b9a6a2c60a,735b3d21-0534-4c5c-9f78-a5740bf397d0,7740.0,7,Bot,2026-03-24 16:27:22,Bot generated utterance 7,,,,,,0,0
70,75a78125-f5b0-41bb-8d42-1d90ea3101e9,735b3d21-0534-4c5c-9f78-a5740bf397d0,7740.0,8,Customer,2026-03-24 16:27:29,Customer utterance 8,8.0,,0.4759663109872027,Positive,0.4141200621005041,1,0
71,6e563480-8374-4e77-b516-290347b41bb4,735b3d21-0534-4c5c-9f78-a5740bf397d0,7740.0,9,Bot,2026-03-24 16:27:38,Bot generated utterance 9,,,,,,0,0
72,b04c8c65-a4ce-414f-bb50-b1235261c319,735b3d21-0534-4c5c-9f78-a5740bf397d0,7740.0,10,Customer,2026-03-24 16:27:44,Customer utterance 10,8.0,8.0,0.6943705552536285,Neutral,-0.1214016848758233,0,0
73,7fb32922-7035-4566-bb6e-fd40f2196eab,74dc4cea-1cb0-4b53-b11e-04ea25efa681,7615.0,1,Bot,2026-01-02 16:58:01,Bot generated utterance 1,,,,,,0,0
74,a75b2605-be17-4c72-9893-284aafaa4c78,74dc4cea-1cb0-4b53-b11e-04ea25efa681,7615.0,2,Customer,2026-01-02 16:58:06,Customer utterance 2,13.0,12.0,0.7646100118627851,Positive,0.6036377269501076,0,0
75,3de47921-2469-4825-aad3-8f78811ce5ee,74dc4cea-1cb0-4b53-b11e-04ea25efa681,7615.0,3,Bot,2026-01-02 16:58:09,Bot generated utterance 3,,,,,,0,0
76,891a8bd7-5cfd-4220-b286-5ceb673cbf42,74dc4cea-1cb0-4b53-b11e-04ea25efa681,7615.0,4,Customer,2026-01-02 16:58:13,Customer utterance 4,13.0,13.0,0.8373305390463901,Positive,0.5432196102395621,0,0
77,f402b30e-256e-435b-bee1-d5ba5616909b,74dc4cea-1cb0-4b53-b11e-04ea25efa681,7615.0,5,Bot,2026-01-02 16:58:27,Bot generated utterance 5,,,,,,0,0
78,a50a3566-2bc1-47a3-aef4-644b4ab0f047,74dc4cea-1cb0-4b53-b11e-04ea25efa681,7615.0,6,Customer,2026-01-02 16:58:35,Customer utterance 6,13.0,,0.694814547271376,Positive,0.5151957918775214,1,0
79,b7843c26-c188-4693-8205-83388ead398b,74dc4cea-1cb0-4b53-b11e-04ea25efa681,7615.0,7,Bot,2026-01-02 16:58:43,Bot generated utterance 7,,,,,,0,0
80,f1252244-8512-4735-a376-862d9fe63479,74dc4cea-1cb0-4b53-b11e-04ea25efa681,7615.0,8,Customer,2026-01-02 16:58:46,Customer utterance 8,13.0,13.0,0.8186667616348351,Neutral,0.2287308001075028,0,0
81,b647d237-2ebe-42bf-928c-b40f40305a17,74dc4cea-1cb0-4b53-b11e-04ea25efa681,7615.0,9,Bot,2026-01-02 16:58:49,Bot generated utterance 9,,,,,,0,0
82,155f461d-37c5-4a90-ad50-67713319054e,74dc4cea-1cb0-4b53-b11e-04ea25efa681,7615.0,10,Customer,2026-01-02 16:58:57,Customer utterance 10,13.0,13.0,0.8506552304317583,Positive,0.5616837407611333,0,0
83,7b0b4c0a-64ab-47e3-aff4-c867ec9c1a70,34a4c3bf-02a9-44f8-a300-7164f2b72080,9637.0,1,Bot,2026-06-26 19:35:20,Bot generated utterance 1,,,,,,0,0
84,42c2ef06-e031-4690-8d6f-783a2494cf16,34a4c3bf-02a9-44f8-a300-7164f2b72080,9637.0,2,Customer,2026-06-26 19:35:22,Customer utterance 2,2.0,,0.6096275030652055,Neutral,-0.0249155256812295,1,0
85,64f06a47-a194-45e1-9823-776471821f9d,34a4c3bf-02a9-44f8-a300-7164f2b72080,9637.0,3,Bot,2026-06-26 19:35:33,Bot generated utterance 3,,,,,,0,0
86,a15b0bd1-7a98-47d9-ba35-f40ba3261d44,34a4c3bf-02a9-44f8-a300-7164f2b72080,9637.0,4,Customer,2026-06-26 19:35:37,Customer utterance 4,2.0,,0.5643928747919926,Neutral,-0.2431497808044392,1,1
87,e8a0b5f4-67b9-4b1b-93cb-a1f3531d78b5,595365f6-edb1-4f04-b06a-96f3ddece322,5322.0,1,Bot,2026-02-26 12:15:24,Bot generated utterance 1,,,,,,0,0
88,ce9c53ad-0629-479e-8f37-ce9f7fcaeb6a,595365f6-edb1-4f04-b06a-96f3ddece322,5322.0,2,Customer,2026-02-26 12:15:31,Customer utterance 2,16.0,,0.7284592591055593,Neutral,-0.1321725128012862,1,0
89,16f566b5-3f12-4631-a1a2-48275d2c808e,595365f6-edb1-4f04-b06a-96f3ddece322,5322.0,3,Bot,2026-02-26 12:15:42,Bot generated utterance 3,,,,,,0,0
90,2441d0ac-c465-4165-918a-78a91dbdacb7,595365f6-edb1-4f04-b06a-96f3ddece322,5322.0,4,Customer,2026-02-26 12:15:51,Customer utterance 4,16.0,16.0,0.7673869234667482,Positive,0.3274473776274087,0,0
91,662eaba1-4c6a-468a-b7bf-9b21ed342012,595365f6-edb1-4f04-b06a-96f3ddece322,5322.0,5,Bot,2026-02-26 12:15:57,Bot generated utterance 5,,,,,,0,0
92,f559a5bb-644d-4e85-a269-af7c39e4e13e,595365f6-edb1-4f04-b06a-96f3ddece322,5322.0,6,Customer,2026-02-26 12:16:03,Customer utterance 6,16.0,16.0,0.7600633520455862,Neutral,-0.1005070420325151,0,0
93,414402e3-d2c9-4d4a-8535-4a15cd1d7c0e,595365f6-edb1-4f04-b06a-96f3ddece322,5322.0,7,Bot,2026-02-26 12:16:13,Bot generated utterance 7,,,,,,0,0
94,e6af4942-89bc-4ca9-bb9e-c7481d997f2d,595365f6-edb1-4f04-b06a-96f3ddece322,5322.0,8,Customer,2026-02-26 12:16:17,Customer utterance 8,16.0,6.0,0.839121536387056,Neutral,0.2589587013788799,0,0
95,7526781f-98d9-4536-835e-9fa4d19e7628,cadde06c-84b5-4a23-a7d5-7e7196e57665,8602.0,1,Bot,2026-03-12 10:23:40,Bot generated utterance 1,,,,,,0,0
96,24832a06-d9bd-45fd-8083-dbf651e9250e,cadde06c-84b5-4a23-a7d5-7e7196e57665,8602.0,2,Customer,2026-03-12 10:23:49,Customer utterance 2,1.0,,0.4312706048558578,Neutral,-0.1497631646483807,1,0
97,74648669-1631-4a4e-8562-5236907c7275,cadde06c-84b5-4a23-a7d5-7e7196e57665,8602.0,3,Bot,2026-03-12 10:24:02,Bot generated utterance 3,,,,,,0,0
98,8dc12432-3c47-49e7-8762-b2ab5d711b73,cadde06c-84b5-4a23-a7d5-7e7196e57665,8602.0,4,Customer,2026-03-12 10:24:10,Customer utterance 4,1.0,10.0,0.5295237096597961,Negative,-0.579609923317127,0,0
99,5d93d12c-d3b9-49a4-b14c-03d1a63f21d7,cadde06c-84b5-4a23-a7d5-7e7196e57665,8602.0,5,Bot,2026-03-12 10:24:16,Bot generated utterance 5,,,,,,0,0
100,f8ad1b2b-305b-4302-9fe7-841d61ce89c0,cadde06c-84b5-4a23-a7d5-7e7196e57665,8602.0,6,Customer,2026-03-12 10:24:20,Customer utterance 6,1.0,,0.5218100096457978,Neutral,0.0678721718165356,1,0
101,f0ca0cb2-73df-42bc-a30e-ce961604de2e,cadde06c-84b5-4a23-a7d5-7e7196e57665,8602.0,7,Bot,2026-03-12 10:24:33,Bot generated utterance 7,,,,,,0,0
102,d22a1b63-a858-44f1-9786-8de2b4080917,cadde06c-84b5-4a23-a7d5-7e7196e57665,8602.0,8,Customer,2026-03-12 10:24:38,Customer utterance 8,1.0,14.0,0.4792698192315756,Negative,-0.4456840051330142,0,1
103,ec56c813-c6c7-4c0d-a457-6c600306d6cd,bd844ac7-ad7c-4ff5-bd75-332568fa5f62,6330.0,1,Bot,2026-04-12 14:00:35,Bot generated utterance 1,,,,,,0,0
104,2511cd3e-6a9d-4acf-a285-53cb09c40e6f,bd844ac7-ad7c-4ff5-bd75-332568fa5f62,6330.0,2,Customer,2026-04-12 14:00:40,Customer utterance 2,15.0,15.0,0.7998659011084689,Positive,0.3450743885576108,0,0
105,336d1424-89fd-404b-8b67-d44be83e56fe,bd844ac7-ad7c-4ff5-bd75-332568fa5f62,6330.0,3,Bot,2026-04-12 14:00:52,Bot generated utterance 3,,,,,,0,0
106,64d0395c-7d53-42ee-be9f-51aeb96642f8,bd844ac7-ad7c-4ff5-bd75-332568fa5f62,6330.0,4,Customer,2026-04-12 14:00:55,Customer utterance 4,15.0,15.0,0.8593675031289378,Neutral,-0.0540738505449839,0,0
107,998ec833-4f96-46cf-94c6-fdf3ab3301db,27b5a92a-bdfc-4f80-9245-7a8060080586,1741.0,1,Bot,2026-02-17 14:43:37,Bot generated utterance 1,,,,,,0,0
108,5d670b8d-54fc-44c1-8d6a-b37fd6f886d7,27b5a92a-bdfc-4f80-9245-7a8060080586,1741.0,2,Customer,2026-02-17 14:43:44,Customer utterance 2,4.0,,0.7941702500920284,Positive,0.4385884759039857,1,0
109,4c2dd4f7-6017-4dc9-a8f2-0abaa27f7ea6,87a335e3-ca5d-4ade-9e45-77317ec1ebb8,2907.0,1,Bot,2026-01-27 19:51:33,Bot generated utterance 1,,,,,,0,0
110,3a64ed09-30aa-48d7-b245-dd04437b6594,87a335e3-ca5d-4ade-9e45-77317ec1ebb8,2907.0,2,Customer,2026-01-27 19:51:37,Customer utterance 2,18.0,18.0,0.8595153663529015,Positive,0.5576455102006563,0,0
111,4868eebe-fcd9-4ac8-8900-d00eeb1fdfa2,87a335e3-ca5d-4ade-9e45-77317ec1ebb8,2907.0,3,Bot,2026-01-27 19:51:45,Bot generated utterance 3,,,,,,0,0
112,847d62ea-02f1-4ac5-99e9-fb73985c1f1f,87a335e3-ca5d-4ade-9e45-77317ec1ebb8,2907.0,4,Customer,2026-01-27 19:51:52,Customer utterance 4,18.0,18.0,0.9023100248923988,Positive,0.5483402274206941,0,0
113,a676a10e-e7be-4ec0-89fc-c5decbfa558e,87a335e3-ca5d-4ade-9e45-77317ec1ebb8,2907.0,5,Bot,2026-01-27 19:51:54,Bot generated utterance 5,,,,,,0,0
114,1530fb9a-148e-4adc-b0df-5b850429e359,87a335e3-ca5d-4ade-9e45-77317ec1ebb8,2907.0,6,Customer,2026-01-27 19:52:00,Customer utterance 6,18.0,18.0,0.8815215318195637,Positive,0.412843823508167,0,0
115,dd4a4a47-0bfa-47a1-991a-33c9b7206cdd,87a335e3-ca5d-4ade-9e45-77317ec1ebb8,2907.0,7,Bot,2026-01-27 19:52:07,Bot generated utterance 7,,,,,,0,0
116,30e01bc0-9fc3-4aa6-9ef9-5f3d198ffbb6,87a335e3-ca5d-4ade-9e45-77317ec1ebb8,2907.0,8,Customer,2026-01-27 19:52:11,Customer utterance 8,18.0,18.0,0.9237828763644448,Positive,0.6278278102628909,0,0
117,be2516de-fac5-47e6-9631-66ecf93043a1,87a335e3-ca5d-4ade-9e45-77317ec1ebb8,2907.0,9,Bot,2026-01-27 19:52:25,Bot generated utterance 9,,,,,,0,0
118,810d565e-afd7-4873-99f2-4107381fde0c,87a335e3-ca5d-4ade-9e45-77317ec1ebb8,2907.0,10,Customer,2026-01-27 19:52:34,Customer utterance 10,18.0,18.0,0.8790630141814226,Positive,0.4420518860559324,0,0
119,c3e59040-91b1-4924-bb62-6cb4baf359b8,d1408570-c85b-43b7-8538-c9eaaf6a7508,7851.0,1,Bot,2026-05-31 17:39:26,Bot generated utterance 1,,,,,,0,0
120,69a271fc-596b-4e17-9bd0-d1c780f7ca25,d1408570-c85b-43b7-8538-c9eaaf6a7508,7851.0,2,Customer,2026-05-31 17:39:31,Customer utterance 2,12.0,12.0,0.7160944124723397,Neutral,-0.2622712457043444,0,0
121,2d0fe6b3-3e1b-4f1f-84d9-4d2b0ed106d8,d1408570-c85b-43b7-8538-c9eaaf6a7508,7851.0,3,Bot,2026-05-31 17:39:33,Bot generated utterance 3,,,,,,0,0
122,5b8ff6b8-b1c4-40df-8b98-b21aa33ab380,d1408570-c85b-43b7-8538-c9eaaf6a7508,7851.0,4,Customer,2026-05-31 17:39:36,Customer utterance 4,12.0,12.0,0.7993634840908318,Neutral,0.2246126944880819,0,0
123,493da56e-c04e-485b-ab56-50458940d6bb,d1408570-c85b-43b7-8538-c9eaaf6a7508,7851.0,5,Bot,2026-05-31 17:39:50,Bot generated utterance 5,,,,,,0,0
